ecNum,#proteinId
3.6.3.7,499860
2.3.1.7,499909
1.1.1.205,500091
3.4.19.12,500140
3.1.-.-,500591
4.1.3.1,500682
4.2.1.9,501223
4.2.1.9,501223
2.1.1.77,501327
6.3.2.19,501365
3.1.1.45,501450
1.3.1.9,501544
2.3.1.7,503626
2.8.3.5,504211
2.8.3.5,504211
2.8.3.5,504211
2.1.1.127,506625
1.5.5.1,506682
3.5.1.53,506924
3.6.3.44,511529
4.4.1.5,512587
2.4.1.186,513466
1.3.99.12,524239
6.3.2.19,532422
4.1.99.3,533821
1.4.4.2,537425
3.2.1.59,539178
1.1.99.1,539380
1.2.1.11,540246
1.2.1.11,540246
2.7.7.6,541550
2.7.7.6,541550
2.7.7.6,541550
2.1.1.98,541602
1.5.1.15,541617
3.1.1.74,543643
